flame_value,smoke_ppm,temperature_c,humidity_pct,fire_status
857.0,2601.7,35.65,13.93,2
3013.6,243.2,21.29,58.93,0
1521.7,700.0,61.06,19.69,2
3312.5,109.9,31.62,68.17,0
2316.3,859.2,24.0,20.87,1
4095.0,101.7,22.07,63.19,0
2914.2,248.0,24.21,71.26,0
1053.6,2106.2,35.0,24.68,2
2930.1,167.2,24.22,67.66,0
2416.8,146.7,21.21,35.24,0
252.5,2839.5,65.56,21.5,2
4082.1,223.4,31.06,67.6,0
3936.3,125.5,21.55,58.03,0
680.8,3918.9,56.61,26.69,2
987.7,490.7,33.17,22.68,1
2209.2,1150.3,33.1,45.49,1
857.5,3354.6,69.67,8.43,2
781.9,4396.0,56.43,10.81,2
363.2,2040.7,43.09,29.41,2
623.6,700.0,47.24,3.0,2
2579.6,712.7,31.61,22.04,1
2977.1,692.9,24.0,29.67,1
2602.6,265.2,14.82,50.52,0
3566.2,509.7,24.02,63.22,0
864.9,700.0,77.4,21.93,2
3656.6,181.3,17.89,42.52,0
4095.0,24.9,27.95,63.06,0
2506.6,351.5,30.49,13.46,1
3429.8,405.1,17.62,68.69,0
1119.8,2839.5,51.28,20.95,2
2179.7,264.6,31.56,57.07,1
1047.9,889.5,29.74,30.89,1
1158.2,3459.9,118.86,10.46,2
2519.6,195.1,17.35,60.34,0
2972.0,316.9,22.17,48.84,0
1463.4,701.0,29.5,48.65,1
2214.2,1023.2,31.56,50.98,1
691.7,2321.5,59.52,29.18,2
3308.6,55.5,32.24,50.27,0
979.6,1126.2,71.52,24.93,2
1975.7,568.0,46.8,45.46,1
1944.4,875.1,28.23,46.01,1
2899.2,525.8542429879842,29.005071055303468,69.13,0
1632.0,1016.6,26.58,48.22,1
2997.1,118.6,25.59,59.56,0
0.0,2783.0,58.7,24.11,2
4095.0,299.9,26.62,72.29,0
3789.8,231.2,22.31,80.97,0
3657.5,116.0,31.46,50.84,0
843.9,700.0,43.14,27.07,2
1157.7,3004.6,59.96,18.51,2
4084.3,155.6,30.15,44.87,0
1166.2,4629.7,53.08,24.02,2
2689.1,333.0,25.3,69.72,0
1222.8,2362.6,44.47,16.24,2
3088.1,318.6,26.96,56.78,0
1453.5,2277.2,39.49,25.14,2
2440.6,577.5,26.86,55.16,0
2059.2,1293.1,30.05,64.65,1
395.3,3778.4,82.7,23.26,2
1569.6,341.3,28.78,43.53,1
2617.9,728.0,43.56,46.88,1
3043.4,902.2,39.91,45.48,1
3452.1,286.0,20.37,57.06,0
3084.1,422.7,36.16,41.95,1
2260.5,282.9,28.68,42.69,1
2381.6,627.1,33.25,39.47,1
2100.7,245.7,31.77,37.8,1
825.4,700.0,57.55,16.5,2
827.3,2052.3,69.63,25.73,2
1807.8,510.8,37.82,28.8,1
2016.7,1948.6,39.31,21.45,1
2536.0,1045.7,26.54,32.67,1
986.6,1242.2,42.35,21.014576888316448,2
2802.1,113.1,24.11,75.87,0
2709.9,281.5,26.65,47.23,0
177.4,700.0,79.56,7.3,2
3986.4,296.2,27.1,52.92,0
1934.3,247.0,40.36,42.13,1
3487.3,104.5,23.78,55.14,0
2212.1,172.9,26.08,52.19,1
3254.2,50.9,21.18,57.84,0
3426.9,366.9,28.09,55.44,1
3954.4,49.3,25.94,77.29,0
2187.0,384.3,40.36,34.87,1
3642.4,105.1,28.15,55.46,0
2724.2,202.6,27.89,89.5,0
2681.2,606.3,39.56,56.25,1
3490.9,232.9,23.73,58.26,0
4095.0,289.6,28.77,82.79,0
0.0,1078.4,80.63,21.66,2
2943.5,741.3,25.43,42.1,1
1106.2,1346.0,70.59,21.5,2
0.0,4745.7,53.84,11.98,2
2177.3,150.0,24.66,42.44,1
1048.5,2986.8,47.17,35.9,2
1576.2,3227.2,70.08,15.59,2
1966.7,279.3,30.22,31.52,1
3874.8,409.2,21.63,53.35,0
1664.0,240.5,25.8,58.8,1
1196.4,3754.8,50.02,3.0,2
52.2,1137.7,43.12,14.91,2
2684.6,294.9,24.82,69.6,0
4095.0,253.1,25.17,64.37,0
1140.3,366.4,30.57,28.57,1
3877.7,85.6,25.9,50.81,0
689.3,4846.8,70.76,7.25,2
2659.5,539.6,47.61,31.89,1
1394.8,2567.8,41.93,34.51,2
3187.9,428.9,36.29,43.84,1
1352.9,2868.6,66.47,28.75,2
1344.7,1141.1,75.56,13.41,2
1477.4,816.6,48.12,21.89,2
3963.4,15.4,24.09,60.86,0
3448.5,56.5,25.28,39.02,0
2648.5,256.6,28.54,58.96,1
2072.2,1337.9,30.05,53.5,1
1821.8,150.0,31.51,60.9,1
2806.9,439.9,31.84,37.75,1
4095.0,110.4,23.70308297556504,60.12,0
3077.4,296.4,26.52,52.37,0
2386.5,272.8,24.0,26.09,1
3173.4,518.6,21.73,55.94,0
1910.9,371.7,39.14,36.5,1
459.0,2140.0,50.26,13.86,2
208.6,1496.2,87.75,29.52,2
3974.6,264.9,24.33,67.59,0
3824.8,130.2,21.73,19.91,0
312.1,5588.1,60.52,12.09,2
3734.8,172.1,22.22,73.71,0
3134.7,66.9,19.6,43.71,0
2870.5,430.3,47.23,53.83,1
4095.0,182.5,19.01,95.0,0
3265.3,260.2,27.3,30.03,0
2589.2,848.5,45.71,70.96,1
2637.2,178.0,26.48,42.35,0
2748.4,410.1,45.42,31.47,1
3406.2,1188.1,24.0,22.58,1
3785.4,556.6,29.69,58.9,0
1642.6,407.0,41.44,51.33,1
3232.7,120.8,27.93,34.04,0
0.0,3123.4,60.91,10.77,2
3406.3,58.1,21.34,63.81,0
334.5,1509.4,35.0,13.44,2
1539.1,574.7,41.19,53.21,1
2618.4,564.0425011818049,34.44165379124132,46.39,0
1818.0,150.0,53.27,54.64,1
2172.7,1190.4,29.4,23.24,1
647.4,826.6,54.49,12.96,2
604.7,700.0,35.0,25.56,2
3109.2,165.2,23.28,42.75,0
3048.6,860.2,28.55,40.58,1
659.3,1051.2,76.62,37.51,2
1189.4,791.7,50.47,4.69,2
717.6,700.0,61.53,11.39,2
3194.1,443.4,16.82,50.92,0
1896.2,2200.0,27.54,50.09,1
515.6,2338.5,44.36,30.01,2
1153.6,3944.8,44.8,41.33,2
0.0,1577.813671127197,45.16,6.37,2
0.0,2290.6,98.79,22.37,2
856.5,2017.9,81.97,30.0,2
3722.6,187.8,26.58,48.47,0
1057.7,1470.9,55.97830577900639,16.08,2
2921.5,493.4,30.3,43.11,1
518.9,2211.4,81.59,34.63,2
3573.2,103.1,27.4,70.71,0
0.0,702.0,45.3,40.84,2
730.1,1552.1,63.49,16.14,2
868.6,2110.5,62.99,8.82,2
1025.2,2942.1,73.52,16.96,2
888.7,3177.3,73.73,33.99,2
2241.6,281.8,34.45,23.14,1
502.7,2679.7,57.6,29.59,2
2058.9,538.6,29.89,28.07,1
1092.6,1823.1,83.28,18.46,2
2190.9,347.8,28.61,50.73,1
4086.8,177.5,20.86,48.42,0
450.4,4728.9,36.19,40.98,2
264.3,943.5,48.09,27.75,2
3094.2,118.3,30.27,60.86,0
788.1,6128.4,59.28,34.13,2
3326.2,261.4,22.12,88.70524594663918,0
3939.3,165.5,25.24,41.38,0
984.9,1209.1,80.69,9.21,2
3112.8,1542.5,37.73,52.24,1
1717.4,1002.6,51.33,69.62,1
0.0,2122.6,47.77,27.49,2
2998.4,124.5,28.75,67.59,0
4095.0,176.9,27.8,52.37,0
711.4,1519.7,66.15,18.69,2
2417.2,1561.4,35.76,21.9,1
964.6,2064.2,44.57,17.47,2
2249.0,152.5,26.04,59.64,0
920.8,1445.1,76.76,18.68,2
2148.7,1073.9,30.63,23.29,1
1029.6,3027.6,61.66,20.72,2
3160.6,400.8,17.46,56.86,0
400.4,1996.8,89.61,18.12,2
1789.1,1968.7,71.31,22.3,2
3316.4,310.6,16.81,57.43,0
1396.7,700.0,79.87,14.9,2
3207.6,924.6,44.42,36.58,1
341.0,909.7,46.13,20.06,2
1248.3,3814.1,64.08,24.93,2
3390.5,87.4,30.98,69.24,0
3858.9,112.7,26.85,50.68,0
3757.0,41.2,24.21,67.69,0
1947.0,302.5,37.03,62.17,1
2614.7,620.2727540386469,28.080846418603006,49.78,0
1664.1,150.0,29.88,19.63,1
1204.1,2007.8,43.81,18.94,2
2861.1,324.4,18.5,64.92,0
2027.5,233.4,45.8,65.51,1
1429.0,2722.4,80.57,19.72,2
3350.6,116.2,26.93,49.82,0
1006.9,1298.9,84.03,31.54,2
0.0,700.0,73.59,18.64,2
1036.4,586.6,46.3,46.48,1
1636.2,2397.9,50.99,22.79,2
1405.4,268.6,31.53,64.46,1
2386.5,540.7,35.58,31.74,1
3623.9,146.7,23.26,52.61,0
324.9,704.1,110.34,21.7,2
2545.5,614.9,35.92,46.0,1
1909.3,606.3,42.13,52.59,1
1954.6,466.9,24.0,17.47,1
3105.3,80.7,20.41,22.56,0
2110.7,1053.3,30.42,41.39,1
3098.0,86.3,19.84,72.7,0
745.7,700.0,35.0,15.58,2
297.2,3345.6,53.33,20.68,2
3135.5,336.9,34.03,55.2,0
3153.1,628.667095133627,34.96591413192375,61.15,0
1068.6,700.0,66.83,29.11,2
1367.6,520.7,41.12,25.76,1
3364.8,425.6,22.73,52.57,0
1031.8,8745.53203677232,58.26,26.79,2
2106.0,604.4,39.82,34.3,1
2944.3,258.0,39.5,23.61,1
1986.2,588.5,45.72,36.75,1
931.1,413.4,27.17,35.36,1
2567.8,1004.1,37.69,48.07,1
621.1,1520.4,35.0,37.34,2
3253.9,661.3,33.33,48.39,1
1973.3,947.1,24.5,40.68,1
2520.1,857.6,38.99,39.42,1
3408.4,505.7,41.39,54.21,1
2614.8,1698.7,36.35,66.48,1
704.1,3972.2,69.05,9.82,2
2375.6,150.0,33.68,47.05,1
260.1,1781.8,88.18,26.13,2
460.5,2303.2,75.19,25.79,2
3325.0,334.5,33.89,79.13,0
855.8,824.2,95.41,27.68,2
2676.0,476.7,21.96,51.22,0
2837.3,262.3,16.79,64.31,0
2372.2,1074.1,41.58,67.95,1
167.5,1271.7,83.84,4.83,2
2647.4,554.3,33.31,37.92,1
1921.4,563.1,41.12,36.66,1
1620.7,1515.1,51.65,35.47,2
0.0,1841.2,62.78,30.82,2
2621.8,575.9,26.33,50.64,1
1439.9,1916.5,81.27,32.99,2
619.9,1309.0,94.12,8.72,2
3156.4,167.3,12.67,48.58,0
4095.0,151.8,22.14,40.0,0
2900.3,304.9,22.68,47.46,0
3981.6,474.3,31.09,51.88,0
3181.6,502.6,43.26,29.61,1
1151.0,2169.9,64.55,30.55,2
0.0,1779.0,99.49,14.07,2
3866.3,109.8,23.74,67.22,0
600.4,1352.1,76.07,30.63,2
3924.5,86.2,22.27,48.8,0
2951.5,441.3,35.99,65.17,1
3357.4,240.7,31.59,39.48,1
4095.0,211.6,25.33,56.95,0
76.2,2476.5,91.18,18.22,2
1091.8,1042.1,59.85,28.74,2
1206.4,1067.8,76.84,37.54,2
1479.4,1701.1,81.59,27.34,2
760.1,700.0,57.78,32.28,2
1439.3,496.5,39.76,34.75,1
2774.2,267.8,19.03,63.1,0
2097.9,337.5,26.65,27.69,1
1271.9,5033.378053369427,36.39,36.11,1
2729.7,813.1,45.26,73.56,1
2440.0,601.9,31.7,33.97,1
2349.7,793.6,25.49,58.68,1
226.6,1845.1,85.79,28.51,2
3132.8,458.6,31.92,8.0,1
3591.0,528.9,22.39,33.11,0
2675.8,462.4,42.85,37.46,1
1877.5,1121.0,33.95,47.74,1
0.0,2069.7,35.0,14.95,2
3669.1,410.3,25.01,33.37,0
1615.7,150.0,44.05,42.02,1
3245.4,5232.5198927805,23.05,53.09,0
997.5,2193.9,56.41,49.64,2
3163.1,94.2,19.12,67.54,0
1289.0,2234.5,53.96,9.18,2
190.7,921.1,50.53,6.198611082400676,2
4095.0,126.4,18.63,34.45,0
4023.9,593.6,23.68,43.48,0
795.0,1795.1,35.0,21.51,2
1758.8,3223.9,49.38,42.11,2
4000.6,254.8,27.9,83.7,0
4095.0,18.0,28.26,35.74,0
0.0,700.0,62.11,28.04,2
2596.3,340.3,24.73,77.6,0
3040.8,25.8,28.24,46.61,0
0.0,2536.8,55.03,19.47,2
2400.9,5.0,25.02,46.56,0
2052.2,150.0,33.39,57.37,1
4095.0,54.2,25.57,45.23,0
2852.8,234.7,28.47,54.88,1
2896.1,772.7,38.82,40.24,1
3304.8,117.3,24.13,56.3,0
1487.9,480.5,37.92,31.37,1
0.0,3834.7,56.13,40.98,2
391.2,2519.9,64.05,31.37,2
2359.6,840.5,39.51,8.0,1
2544.9,76.2,27.63,60.68,0
3915.1,18.1,28.0,65.67,0
3618.2,48.3,22.89,67.61,0
3595.9,765.3852642697448,30.67578021383074,61.09,0
1876.1,150.0,46.11,34.55,1
1812.5,2122.9,26.32,46.7,1
3184.6,1610.6,41.61,55.53,1
747.0,5019.9,59.54,16.27,2
486.3,2075.2,65.99,17.64,2
1562.4,732.9,34.08,58.36,1
2547.9,263.6,35.35,31.75,1
2481.6,546.9,42.83,29.47,1
449.1,2668.9,71.05,20.85,2
2987.3,342.5,25.3,41.87,0
436.5,2801.4,35.0,29.65,2
3677.8,299.8,26.25,44.34,0
3334.2,358.7,30.74,34.15,1
3026.4,298.9,21.2,49.65,0
3875.2,65.1,20.18,52.34,0
1002.4,1061.8,41.52,28.97,2
3550.0,839.1,35.62,66.55,1
3034.3,452.4,42.1,49.15,1
3800.0,234.3,32.68,35.47,1
3485.4,389.0,18.3,57.74,0
3048.4,486.5,29.93,60.76,0
3324.1,87.1,19.75,59.38,0
3104.2,183.8,22.6,61.62,0
0.0,700.0,60.78,6.33,2
1730.5,4318.4,77.42,20.82,2
965.8,2797.8,58.55,27.16,2
3288.3,131.3,24.14,64.22,0
1934.7,4966.7,71.06,26.29,2
0.0,3824.9,39.11,15.4,2
3095.1,91.9,17.95,53.25,0
4095.0,198.2,23.35,64.15,0
3433.5,260.2,26.55,84.66,0
3351.6,79.2,32.36,48.15,0
2334.5,372.9,28.24,42.52,1
3661.4,157.0,20.22,53.91,0
2657.6,591.3,27.08,70.21,0
1055.8,2623.5,59.46,39.66,2
2336.7,980.3,32.49,46.49,1
3891.3,514.7,24.12,47.34,0
1440.2,1390.1,89.63,11.92,2
1792.9,1245.7,42.35,31.76,1
600.2,1103.1,58.03,11.97,2
1169.8,1038.0,79.64,18.62,2
4095.0,373.2,20.95,62.17,0
1859.2,819.2,40.23,53.15,1
133.7,1698.6,43.84,24.49,2
1182.5,2129.8,73.76,35.03,2
2950.1,1033.1,44.15,59.97,1
1373.7,3557.9,58.56,40.32,2
2608.0,140.7,26.4,53.58,0
981.9,2146.2,68.70310977575681,14.88,2
743.8,4308.7,61.76,19.7,2
1972.2,575.9,36.19,75.0,1
2329.6,868.8,43.64,49.72,1
1216.1,3882.0,73.48,19.28,2
3164.5,195.5,19.19,54.77,0
1875.9,700.0,40.71,28.81,2
3509.6,410.2,23.44,55.98,0
2751.5,1040.3,31.87,69.78,1
3928.6,126.2,19.66,47.55,0
405.8,2196.9,45.93122889967471,27.0,2
799.2,944.2,57.56,35.0,2
3355.4,434.95509675291555,35.18232836733687,73.47,0
2649.5,217.7,43.31,32.31,1
1697.3,150.0,42.29,38.21,1
2248.6,631.7,41.13,11.39,1
1684.2,2175.1,83.57,36.52,2
3345.2,109.3,23.46,54.72,0
2809.9,150.0,32.46,11.83,1
2806.2,406.8,27.35,69.37,0
1569.3,1030.0,24.0,32.79,1
1061.1,744.8,31.85,60.78,1
3064.2,356.3,19.55,57.91,0
3081.1,700.0,28.89,61.52,0
2494.6,402.6,24.0,41.6,1
313.7,1713.8,47.45,8.84,2
2093.6,195.3,29.86,59.35,1
3253.2,1389.9,31.74,27.31,1
1205.1,2754.8,60.18,28.85,2
723.2,819.6,69.57,21.19,2
2795.2,115.5,30.59,67.65,0
3800.0,585.1,41.0,23.74,1
1820.1,1162.3,46.1,27.52,2
3036.4,54.2,23.45,88.04,0
1406.5,4986.8,54.25,17.66,2
3641.2,300.9,20.22,68.63,0
2678.7,1467.0,33.32,53.01,1
242.7,4554.2,67.13,17.31,2
3559.9,120.1,23.3,56.01015429034364,0
2328.0,150.0,37.59,47.77,1
3914.6,72.8,24.56,62.26,0
3580.8,138.3,20.72,77.36,0
1071.7,628.9,41.99,25.87,1
2369.0,1027.8,45.69,27.34,1
2688.9,118.3,20.62,55.95,0
2577.3,164.5,22.31,45.26,0
2907.1,146.5,21.37,35.7,0
3227.0,1009.1,24.17,43.97,1
494.2,5347.0,35.0,36.59,2
3099.1,89.9,26.64,71.86,0
2569.5,514.1,22.04,49.36,0
424.3,5366.6,55.22,21.6,2
3444.8,224.9,18.18,39.82,0
4095.0,93.3,23.84,50.33,0
2692.3,46.4,19.87,72.21,0
1452.7,748.8,52.65,55.67,1
2507.1,1029.0,39.8,22.44,1
1940.1,615.5,24.0,24.14,1
0.0,2781.8,65.44,10.9,2
3421.8,571.5,23.19,53.32,0
3164.0,188.6,29.56,53.63,0
2742.7,1029.2,30.69,42.31,1
1027.7,1491.9,97.41,8.99,2
2642.1,55.7,24.2,46.05,0
3124.4,92.4,20.38,51.23,0
4039.2,318.5,26.47,49.04,0
0.0,1783.4,56.31,21.27,2
3362.8,186.1,22.48,50.52,0
1339.0,1981.5,66.96,12.86,2
1196.6,1323.8,49.92,27.8,2
249.1,840.5,40.96,25.37,2
369.1,2638.5,47.61,22.17,2
2134.9,14.9,22.13,54.49,0
2298.6,997.0,35.82,24.77,1
3234.5,716.8,33.7,21.29,1
770.5,1472.4,46.59,8.64,2
572.6,700.0,65.04,28.06,2
3264.5,709.5,37.3,44.82,1
579.8,3373.5,35.0,20.04,2
1901.4,1103.1,45.34,39.53,1
936.5,700.0,35.0,16.33,2
130.9,3595.4,66.33,36.79,2
1503.3,2944.7,78.26,27.83,2
2139.7,1337.6,36.51,44.29,1
3766.3,239.5,24.25,52.98,0
3993.5,168.9,24.82,31.09,0
2380.4,477.5,40.7,8.0,1
2063.3,643.4,24.0,20.66,1
2952.7,136.7,21.92,58.51,0
506.6,547.6896652318467,71.86,21.36,2
1638.6,1321.6,41.76,41.4,1
1062.7,1024.3,74.07,23.31,2
1204.0,935.0,79.72,40.3,2
334.6,700.0,75.24,34.27,2
748.7,1066.6,67.03,26.3,2
605.1,3208.9,35.0,39.31,2
2986.8,291.3,32.27,44.16,1
1061.0,897.0,59.92,22.33,2
3773.218404222179,574.6,35.0,34.5,1
3497.3,282.5,22.82,50.2,0
1369.0,2200.0,34.55,33.32,1
411.3,3929.4,44.67,11.28,2
2978.4,68.9,27.38,48.96,0
2317.9,280.6,38.62,27.62,1
942.4,2705.3,49.69,29.26,2
3331.3,26.3,29.99,67.94,0
1424.6,185.6,27.63,57.08,1
1259.3,150.0,30.29,23.93,1
2895.1,135.3,16.92,45.55,0
311.5,3670.5,60.16,16.7,2
2056.0,310.1,49.62,31.56,1
3259.1,786.5253583870294,34.8291937939219,34.96,0
440.2,2022.8,63.48,3.0,2
3544.3,309.7,27.57,29.3,0
2548.3,115.0,24.57,62.36,0
3337.1,168.1,32.14,32.23,0
588.7,766.7,89.11,8.92,2
2268.6,150.0,41.99,64.69,1
2638.4,691.138099351313,29.142709735133433,73.78,0
712.1,1706.2,52.42,22.18,2
302.1,1425.7,65.3,13.54,2
1391.7,775.3,82.51,3.0,2
1441.7,553.9,38.14,43.54,1
162.5,2305.6,35.0,10.08,2
3368.7,528.3,28.67,82.76,0
1955.5,710.3,27.97,62.27,1
1768.4,922.5,36.55,44.21,1
4095.0,381.1,21.99,78.47,0
722.9,700.0,65.99,23.66,2
1572.1,542.8,27.68,42.71,1
3521.0,452.4,22.41,71.89,0
3371.2,214.0,17.95,72.5,0
1469.2,4843.8,48.37,18.93,2
2700.8,264.1,31.54,24.14,1
789.4,1188.3,93.62,18.59,2
3270.2,95.9,27.6,38.59,0
1878.1,258.5442028853958,37.12,33.97,1
0.0,3177.5,51.51,14.8,2
2436.3,678.8,37.32,22.75,1
1053.8,1922.6,58.4,14.38,2
0.0,1717.4,35.0,20.16201833115417,2
1137.4,2358.8,70.88,23.92,2
2656.0,1248.4,25.34,8.0,1
900.0,813.5,24.99,49.42,1
1131.7,2699.0,56.82254622969768,24.41,2
3425.3,150.0,33.21,61.68,1
2846.7,304.3,25.81,30.13,0
2520.6,893.6485146710444,32.297957212565265,62.13,0
900.0,1086.9,41.55,67.37,1
2433.0,288.3,32.26,35.1,1
2241.7,404.3,25.43,28.32,1
0.0,1566.5,42.62,20.5,2
2626.8,275.1,34.56,33.44,1
1124.4,329.7,30.73,16.49,1
3892.2,57.7,20.02,57.74,0
3519.4,614.6,24.89,56.53,0
3583.6,104.8,23.93,46.03,0
49.0,1545.8,66.06,26.87,2
3306.5,223.1,22.85,76.25,0
4095.0,139.1,16.53,54.68,0
350.9,3762.1,35.0,13.6,2
2983.8,716.0321988727665,30.248020374715367,46.77,0
3653.9,749.021062942722,34.93215349482775,46.16,0
1739.8,505.8,35.4,62.25,1
2023.5,386.3,29.91,54.09,1
3396.5,328.4,42.48,32.42,1
3561.5,54.3,23.22,59.81,0
395.5,3523.8285451795746,88.88,4.95,2
3708.0,218.2,18.87,49.42,0
1197.3,2536.8,91.41,39.6,2
2135.9,1318.0,28.29,52.69,1
2976.6,190.5,17.18,48.01,0
3694.2,240.6,23.54,37.65,0
1712.3,743.7,29.67,25.3,1
736.7,4055.1,51.87,11.05,2
922.1,3046.1,47.45,32.03,2
3996.4552453503184,150.0,43.9,67.97,1
2105.3,1491.6,24.0,42.15,1
1792.9,656.5,29.61,43.97,1
2908.1,809.8,24.21,39.21,1
1632.6,1766.5,58.06,9.78,2
1050.9,2031.6,66.81,43.99,2
2068.6,689.6,45.64,61.54,1
3102.1,669.4,32.45,70.41,1
3685.4,475.6,22.59,42.23,0
1006.8,2157.8,59.62,25.96,2
677.1,1300.4,35.0,5.0,2
1472.6,974.8,28.33,60.27,1
4095.0,207.7,21.64,75.9,0
226.9,3989.5,70.8,25.57,2
2365.7,574.0,32.68,51.51,1
795.9,4795.9,51.43,30.87,2
1577.8,4493.0,59.91,29.67,2
628.4,1572.5,45.67,25.55,2
1526.7,589.2,32.15,58.97,1
2898.6,1243.3,41.27,37.62,1
286.0,700.0,65.05,6.44,2
2891.1,264.3,43.11,52.76,1
2715.1,207.7,20.85,38.19,0
0.0,702.2,43.06,12.66,2
2546.1,850.8,41.48,31.73,1
186.8,2455.9,67.92,20.88,2
962.8,3332.9,36.01,36.86,2
4095.0,258.9,29.17,64.8,0
0.0,2088.9,57.9,19.62,2
111.8,1884.7,83.71,25.28,2
210.1,3805.1,78.12,16.68,2
3308.1,872.9,34.93,50.17,1
2427.5,346.5,35.79,46.9,1
2271.8,423.7,29.31,29.95,1
3295.9,140.4,26.379473029001424,48.52,0
3660.6,311.2,22.52,52.08,0
3181.8,299.4,29.92,32.59,0
3621.0,384.4,23.08,68.57,0
270.8,979.8,59.05,29.21,2
1181.1,4113.5,35.0,28.53,2
1656.9,403.4,29.78,61.88,1
2106.3,591.3,27.48,70.29,1
4095.0,219.5,23.09,28.88,0
3555.5,546.2,19.85,57.41,0
3000.5,1023.7,39.93,12.48,1
384.3,1412.4,78.8,12.99,2
2882.4,136.1,24.13,55.41,0
35.4,700.0,84.5033703523354,19.18,2
3959.8,112.2,20.18,63.63,0
3475.2,3.5,27.68,65.02,0
3414.2,606.3,18.42,52.77,0
794.6,1178.6,99.11,12.39,2
1547.9,669.7,25.75,15.62,1
2598.5,644.4,29.16,60.24,1
2824.5,206.3,24.97,45.01,0
2930.8,777.2,38.4,28.23,1
2101.7,1463.3,29.87,36.13,1
3013.0,245.0,44.07,29.75,1
3650.5,53.7,18.89,61.92,0
3654.0,304.9,22.93,45.24,0
3323.8,370.8,22.4,56.71,0
1269.6,1114.0,62.87,30.21,2
2223.1,321.1,34.29,23.37,1
3349.7,700.7,31.78,35.4,1
1618.4,1506.8,32.46,25.46,1
1557.2,1353.3,69.7,3.0,2
1218.7,2040.4,39.27,31.73,2
1160.8,1396.7,85.58,20.94,2
4031.0,136.2,18.04,45.57,0
0.0,1541.3,52.79,36.7,2
900.0,317.5,31.16,37.23,1
889.5,700.0,79.42,22.05,2
2777.7,62.9,26.02,51.46,0
926.0,3638.2,64.54,18.59,2
272.9,3114.7,50.3,5.99,2
2291.3,661.1,32.27,23.47,1
1754.0,2151.1,51.74,16.34,2
3218.6,755.5,44.83,30.61,1
897.9,2247.5,37.15,15.45,2
380.5,3720.0,63.85,16.65,2
1392.7,700.0,52.43,3.79,2
3926.9,107.7,17.13,63.4,0
3118.1,64.6,23.57,28.83,0
2900.8,169.0,24.95,67.98,0
399.9,1786.8,60.24,21.41,2
4095.0,386.0,23.56,54.67,0
315.4,3466.2,45.13,29.4,2
0.0,1836.2,59.65,15.73,2
3320.0,382.7,38.66,46.8,1
1588.0,810.4,50.38,26.96,1
1920.7,787.2,36.5,36.55,1
3507.7,192.7,29.68,36.13,1
2689.1,438.2,30.58,25.76,1
515.0,2216.7,60.91,3.0,2
3676.1,739.5,32.44,39.55,1
3689.8,55.4,24.68,70.87,0
3525.9,411.1,31.08,36.79,1
120.3,5067.0,52.75,16.56,2
4095.0,210.8,23.39,73.83,0
1673.1,150.0,26.11,49.98,1
1963.9,469.9,27.15,51.65,0
3006.1,123.0,22.47,68.92,0
3307.2,152.7,19.27,67.2,0
3303.1,562.4,37.42,23.66,1
259.0,2099.2,61.12,23.27,2
636.9,718.3,35.0,18.65,2
3761.2,45.2,24.8,54.86,0
3614.8,167.9,23.4,76.59,0
3280.5,263.7,20.21,62.9,0
2617.9,374.5,28.59,39.79,1
1055.3,1026.9,75.57,19.22,2
3015.5,904.6,27.25,51.12,1
1366.9,3139.8,80.54,43.51,2
975.2,1983.6,91.2,31.91,2
899.4,2776.2,66.13,23.66,2
3262.6,150.0,32.35,49.84,1
1340.9,5010.1,52.39,30.97,2
3005.5,466.0,37.62,34.96,1
1141.0,2506.6,69.56,26.87,2
1331.9,451.9,36.96,50.75,1
2548.7,151.0,25.58,59.86,0
2075.9,397.2,35.15,64.12,1
838.8,5106.3,46.54,18.01,2
1467.8,536.1,43.54,48.4,1
0.0,2247.3,57.29,26.03,2
3335.7,538.9,14.7,45.08,0
2837.1,377.2,27.91,60.63,1
3424.0,66.8,16.24,89.85,0
2355.7,666.0,32.45,13.99,1
898.7,700.0,50.17,21.66,2
2761.0,732.9,34.62,37.2,1
3140.2,720.9,31.85,28.63,1
1550.5,397.8,32.26,57.26,1
751.4,727.9,70.37,14.64,2
3168.9,190.9,24.14,78.01,0
3635.7,217.8,18.93,70.55,0
2118.8,317.8,42.62,9.86,1
2664.0,345.0,45.99,47.35,1
2701.1,838.0,42.43,45.05,1
781.2,2408.5,54.79,11.81,2
3626.2,700.0,27.02,69.73,0
3440.9,171.7,20.4,62.66,0
0.0,1115.5,92.94,24.89,2
2848.3,405.5367712327104,32.09245946537988,61.69,0
3582.5,267.0,21.15,59.34,0
3716.4,466.37246444288115,31.056801216354952,44.76,0
2167.3,555.5,46.76,44.83,1
3249.4,183.4,29.14,55.29657336413726,0
353.2,5775.9,65.22,22.93,2
2481.1,398.5,34.24,44.96,1
129.0,700.0,46.79,6.53,2
4010.5,321.3,24.23,68.85,0
3345.3,557.9,30.67,11.84,1
3683.0,333.0,34.78,40.96,1
2936.3,7788.799116972683,26.72,56.58,0
0.0,700.0,82.59,25.85,2
3307.4,451.1,24.41,45.07,0
2510.9,492.1,38.99,57.67,1
3638.5,392.1,28.87,58.2,0
3218.2,667.8,31.6,77.8,0
1173.1,700.0,35.0,9.27,2
3542.8,108.2,24.5,72.75,0
4023.0,424.2,21.23,47.31,0
3800.0,944.2,33.02,14.447841316459549,1
2558.9,189.4,32.32,53.32,1
2903.5,197.3,46.93,36.35,1
1312.4,1465.8,41.51,6.79,2
